id,title,website,opt_out_url,opt_out_guide_url,opt_out_guide_video_url,email,description,type,optery_support_tier,is_expanded_reach
21398,CourtCaseFinder,https://courtcasefinder.com/,https://courtcasefinder.com/optout,https://www.optery.com/courtcasefinder-how-to-opt-out-of-courtcasefinder-step-by-step-instructions/,,privacy@courtcasefinder.com,"CourtCaseFinder.com is a website that allows searching for court records of individuals by their email address, phone number, home address, name or case number. Criminal records, bankruptcies, police records, driving records, felonies and misdemeanors, lawsuits, and jail records from district, municipal and federal and state courts are available to search for and view.",People Search Site,Ultimate,False
26283,CourtRec.com,https://www.courtrec.com/,https://dashboard.courtrec.com/opt-out,,,support@courtrec.com,"CourtRec.com provides access to millions of current and historical court records from across the United States, compiling them into easily understandable reports. The service aggregates public records from multiple sources to offer information on courthouse records, criminal driving infractions, district court cases, assault and battery history, and other criminal activities. Their reports may contain sensitive details such as felonies, misdemeanors, drug charges, and sex offender status. The availability of such comprehensive and sensitive information poses significant privacy risks, as it can be exploited for stalking, doxxing, harassment, and identity theft. Bad actors could misuse this data to target individuals based on their legal or criminal history. To safeguard personal information, individuals should be cautious about the data they share online and can request to have their information removed from the site's database.",People Search Site,Custom Removals,False
26624,CourtRecordFinder.com,https://courtrecordfinder.com/,,,,privacy@cisnationwide.com,"CourtRecordFinder.com provides access to public court records across the United States, allowing users to search for individuals by name. The service aggregates a wide range of legal documents, including criminal records, civil court cases, bankruptcies, and traffic offenses from a database of millions of records. Primarily, individuals use this service to look into the backgrounds of others. The exposure of such detailed legal and personal information presents significant privacy risks, as it can be easily accessed for purposes of stalking, harassment, doxxing, and fraud. Malicious actors could exploit this data to target individuals based on their legal history or personal disputes. To safeguard personal information, individuals should be cautious about what they share online and can request to have their records removed from such databases.",People Search Site,Custom Removals,False
23096,CourtRecords.us,https://courtrecords.us/,https://courtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
26523,Crime Informer,https://crimeinformer.com/,,,,support@crimeinformer.com,"Crime Informer is a website that publishes arrest records and mugshots, primarily focusing on individuals in Oregon. The platform provides up-to-date crime reports and safety alerts, aiming to keep residents informed about criminal activities in their neighborhoods. It aggregates public data obtained from law enforcement agencies, making it easily accessible to anyone. The exposure of this sensitive information, including names and booking photos, poses significant privacy risks such as doxxing, harassment, and reputational damage, even though all individuals are presumed innocent until proven guilty. This readily available criminal information can be misused by bad actors for purposes of stalking or fraud. To protect themselves, individuals should be cautious about the personal information they share online. They can also request to have their records removed from such databases, a service Crime Informer claims to offer for free within 30 days.",People Search Site,Custom Removals,False
21035,Criminal.com,https://criminal.com/,https://www.truthfinder.com/opt-out/v2/submit/,,,feedback@criminal.com,,People Search Site,Ultimate,False
21042,CriminalDataCheck,http://criminaldatacheck.com,https://www.intelius.com/privacy-center,,,support@criminaldatacheck.com,,People Search Site,Ultimate,False
26711,CriminalPages.com,http://new-members.criminalpages.com/customer/login?path=%2Fcustomer,,,,,"CriminalPages.com operates as a people search website with a specific focus on aggregating and publishing criminal records. The site compiles data from various public sources, including arrest records and criminal court cases, to provide comprehensive reports on individuals. Its primary function is to offer easy access to centralized criminal data, which has been used by the general public for background checks. The exposure of such sensitive information, including mugshots and arrest details, poses significant privacy risks such as reputational damage, online harassment, and potential discrimination for housing or employment. This data can be misused by malicious actors for doxxing, stalking, or public shaming. To mitigate these risks, individuals should be cautious about the information they share online and actively seek to have their records removed from such databases through any available opt-out procedures.",People Search Site,Custom Removals,False
21087,CriminalRecords.com,https://www.criminalrecords.com/,https://www.intelius.com/privacy-center,,,support@mailer.intelius.com,,People Search Site,Ultimate,False
26302,CriminalRegistry.org,https://criminalregistry.org/,https://criminalregistry.org/remove.php?fn=&ln=,,,,"CriminalRegistry.org is an online platform that provides access to a wide range of public records, with a primary focus on criminal and traffic history. The site allows users to conduct searches and view detailed reports that may include criminal records, arrest records, felonies, misdemeanors, sexual offenses, mugshots, and court documents. In addition to criminal data, the service also provides access to marriage and divorce records, address information, and phone numbers. The exposure of such sensitive information presents significant privacy concerns, as it can be accessed by a broad audience for various purposes. The availability of detailed criminal histories and personal data can increase the risk of doxxing, harassment, and stalking. This information could also be misused by malicious actors for identity theft or fraud. To safeguard their personal information, individuals should be cautious about the data they share online and can request to have their information removed from such databases through the website's opt-out process.",People Search Site,Custom Removals,False
20738,Crosswalk Technologies,https://www.crosswalknyc.com/,,,,privacy@crosswalknyc.com,,Marketing,Core,True
26273,Cuit Online,https://www.cuitonline.com/,,,,,"Cuit Online is an Argentinian web service that allows users to find an individual's or a company's CUIT (Clave Única de Identificación Tributaria), which is a unique tax identification key. The platform enables searching for this information by providing a person's DNI (Documento Nacional de Identidad), full name, or a company's name. This service is primarily used within Argentina for official and commercial transactions, as the CUIT is necessary for tax purposes for self-employed individuals, businesses, and professionals. The accessibility of this data, which links a national identifier to a tax number, poses privacy risks such as identity theft and fraud. Malicious actors could potentially use this information to impersonate individuals or businesses for financial gain or harassment. To mitigate these risks, individuals should be cautious about where they share their DNI and CUIT numbers and can request the removal of their data from such online directories.",People Search Site,Custom Removals,False
20963,Cybba,https://www.cybba.com,,,,dsr@cybba.com,,Marketing,Core,False
21234,CyberBackgroundChecks,http://cyberbackgroundchecks.com/,https://www.cyberbackgroundchecks.com/removal,https://www.optery.com/cyberbackgroundcheck-how-to-opt-out-and-remove-yourself-from-cyberbackgroundcheck-step-by-step-instructions/,,,"CyberBackgroundChecks provides free and anonymous email address, phone number, address and name searches on their website. Searches return extremely detailed, sensitive personal information on individuals including but not limited to; current and previous addresses, names of relatives and associates, a detailed map showing the location of an individuals current residence, public records, birthdate, criminal records, and business records and assets. If you are concerned about your personal information being on display on websites like CyberBackgroundChecks, take action and Opt Out. Follow the steps in Optery’s Opt Out guide provided below and remove your private data from CyberBackgroundChecks.",People Search Site,Ultimate,False
20961,Cyndx,https://www.cyndx.com/,,,,privacy@cyndx.com,,B2B Lead Generation,Core,True
20959,D-Dots,https://www.ddotslab.com,,,,support@ddotslab.com,,Marketing,Core,True
26369,DATO CAPITAL LTD,https://www.datocapital.uk/,,,,info@datocapital.com,"Dato Capital is an international business information provider that aggregates data on companies and their directors from numerous official sources. Their database covers millions of companies and directors across various jurisdictions, including the United Kingdom, Spain, Gibraltar, Panama, and the Cayman Islands. The service is utilized by a range of clients, from individuals to large corporations and government institutions, for purposes such as due diligence, fraud investigations, and Anti-Money Laundering (AML) checks. While the platform focuses on business data, it exposes the names and corporate affiliations of company directors, making their professional history publicly searchable. This information, sourced from public records, can be used to track an individual's business network and history, posing a risk if this data is taken out of context or used for harassment. Dato Capital states that because the information is from public sources, any removal or correction requests must be handled at the original source, such as the UK's Companies House. Individuals can protect themselves by being aware of what information becomes public when they take on company director roles.",Business Search,Custom Removals,False
20726,DMDatabases.com,http://dmdatabases.com,,,,optout@dmdatabases.com,,Marketing,Core,True
21417,DOBsearch.com,https://www.dobsearch.com/,https://www.dobsearch.com/people-finder/block-record-request.php,,,,,People Search Site,Extended,False
26346,DTM Deutsche Tele Medien GmbH,https://www.dastelefonbuch.de/,,,,info@dtme.de,"Das Telefonbuch is a comprehensive online telephone and address directory for Germany, operated by DTM Deutsche Tele Medien GmbH and its regional publishing partners. It provides publicly accessible contact information for individuals and businesses, including names, addresses, and phone numbers. Users can perform standard searches for people or companies, as well as reverse lookups using a phone number to find the associated details. The data is primarily sourced from information that users have agreed to publish in public directories via their telecommunications providers. The exposure of this personal information, such as home addresses and phone numbers, can create significant privacy risks, potentially facilitating unwanted contact, stalking, or doxxing. To mitigate these risks, individuals should be cautious about the information they consent to share with their telecom providers and can request to have their data removed from the directory.",Phone Directory,Custom Removals,False
20938,DTN,https://www.dtn.com/,,,,privacy@dtn.com,,Marketing,Core,True
26334,Dark Reading,https://www.darkreading.com/,,,,editors@darkreading.com,"Dark Reading is a widely recognized and trusted online community and news source for cybersecurity professionals. It provides in-depth coverage of new cyber threats, vulnerabilities, and technology trends through breaking news, analysis, and special reports. The platform is geared towards enterprise security decision-makers and practitioners, offering them insights to protect their organizations' sensitive data. While not a data broker that sells personal information, Dark Reading frequently reports on data breaches and cyberattacks, which involves the discussion of compromised personal and sensitive information. The primary risk for individuals is indirect; for instance, information security professionals who engage with the site could be identified and targeted by malicious actors. To protect themselves, individuals should practice good digital hygiene, be mindful of the information they share in online forums, and can manage their email preferences to control communications.",Business Search,Custom Removals,False
18579,Data Axle,https://www.data-axle.com/,https://www.data-axle.com/do-not-sell-my-data/,https://www.optery.com/data-axle-how-to-opt-out-of-data-axle-step-by-step-instructions-2/,,privacyteam@data-axle.com,"Data-Axle.com helps companies with marketing strategies to reach and retain the best customers. Their data is gathered from over 100 sources that have tax assessments, real estate data, voter registration information, utility connection information, billing information, online habits, vehicle registration and purchase information, and the buying and transaction information of individuals. Data Axle has the email addresses of 200 million people, the homeowner information of over 110 million people, and the household data of over 165 million people.",B2B Lead Generation,Core,False
20732,Data Delivers,https://datadelivers.com/,https://datadelivers.com/do-not-sell-or-share-personal-information,,,privacy@datadelivers.com,,Marketing,Core,False
20957,Data Direct Marketing,https://datadirectmarketing.com/,,,,info@datadirectmarketing.com,,Marketing,Core,True
18626,Data Trust,https://thedatatrust.com/,https://thedatatrust.com/do-not-sell-my-personal-information/,https://www.optery.com/data-trust-how-to-opt-out-of-data-trust-step-by-step-instructions/,,info@thedatatrust.com,"TheDataTrust.com is a provider of electoral and voter information. Data Trust has access to public voter files, cell phone and land line numbers, address history tracking, email addresses, partisanship information, religious preferences, language spoken, ethnicity, birthdates, gender and the geolocation of over 300 million individuals.",People Search Site,Core,False
21119,DataLead,https://data-lead.com/,https://data-lead.com/support/removal_request,,,support@data-lead.com,,B2B Lead Generation,Core,False
20735,DataMasters,https://www.datamasters.org/,,,,sales@datamasters.org,,B2B Lead Generation,Core,False
22184,Datagma,https://datagma.com/,https://form.typeform.com/to/MCuF90xu?typeform-source=datagma.com,,,gdpr@datagma.com,,B2B Lead Generation,Extended,False
20956,Dataline,https://datalinedata.com/,,,,privacy.officer@datalinedata.com,,Marketing,Core,True
21145,Datanyze,https://www.datanyze.com/,https://www.datanyze.com/privacy-center/request-removal,,,privacy@datanyze.com,,B2B Lead Generation,Ultimate,False
20954,Datasys,https://datasys.com/,,,,support@datasys.com,,Marketing,Core,True
26551,Dateas,https://www.dateas.com/es,,,,consultas.es@dateas.com,"Dateas is an online platform that provides access to a wide variety of public records and documents from multiple countries. The service offers both free and paid options for searching and retrieving information such as genealogical records, business reports, background checks, court records, and vital records. Its primary customers include individuals researching family history, businesses seeking commercial information, and professionals in legal or administrative fields. By aggregating vast amounts of personal and professional data, Dateas makes sensitive information easily accessible, which can lead to significant privacy risks. The exposure of such detailed personal data increases the chances of identity theft, stalking, doxxing, and online harassment by malicious actors. Individuals can better protect their privacy by being cautious about the information they share online and by actively seeking to have their data removed from such databases. The platform indicates that it has a process for users to request the removal of their data.",People Search Site,Custom Removals,False
27242,Dato Capital,https://datocapital.nl,,,,info@datocapital.com,"Dato Capital is an international business information database that provides detailed information on companies and their directors across various jurisdictions, including the United Kingdom, Spain, the Netherlands, and Panama. Its primary customers are corporations, governments, and financial institutions that use the data for due diligence, fraud investigations, and anti-money laundering (AML) checks. The service compiles information from official public records, offering basic company details and selling more comprehensive reports that can include financial statements and director appointments. While the platform focuses on business data, it exposes the names of company directors and their professional affiliations, creating comprehensive profiles of their business activities. This concentration of information could be misused for targeted phishing campaigns, corporate espionage, or harassment. To mitigate these risks, individuals should be cautious about the information included in public business filings. Although Dato Capital states it generally does not remove public business information, individuals can still submit opt-out requests and should minimize their overall online data exposure.",Business Search,Custom Removals,False
22212,DealerSocket,https://dealersocket.com/,https://globaldsar.solera.com/webform/20bbc57b-6134-4535-8062-a1745b771851/1eafe8e0-f69b-4d39-af7c-6dbf764046fa,,,privacy@solera.com,,Marketing,Core,False
20951,DealerX,https://dealerx.com/,,,,privacy@dealerx.com,,Marketing,Core,True
20950,Decide,https://decide.co/,,,,privacy@decide.co,,Marketing,Core,True
20949,DecisionLinks,http://www.decisionlinks.com,,,,support@decisionlinks.com,,Marketing,Core,False
20948,Deep Root,https://www.deeprootanalytics.com/,https://privacy.deeprootanalytics.com/,,,notice@tunnldata.com,,Marketing,Core,True
16872,Deep Sync,https://deepsync.com/,https://privacy.deepsync.com/,https://www.optery.com/deep-sync-how-to-opt-out-of-deep-sync-step-by-step-instructions/,,privacy.compliance@deepsync.com,"Deep Sync helps companies find data specific to their marketing and customer profiling needs. Deep Sync has the data of 261 million consumers, 83 million students, 164 million residents, 91 million young adults, 27 million new movers, 27 million businesses and 111 million professionals. Data like new homeowner information, email addresses, business and professional email addresses, names, phone numbers, date of birth, residential address, device IDs, and more.",Marketing,Core,False
27282,Deepdy Ltd,https://unknownphone.com,,,,unknownadmin@unknownphone.com,"Unknownphone.com, operated by Deepdy Ltd, functions as a global, community-driven reverse phone lookup directory. The service allows users to search for and comment on phone numbers, contributing to a database of over 10 million numbers to identify sources of spam and scam calls. While its primary goal is to provide transparency and safety in communications, the public nature of the platform, where users can post any information related to a phone number, creates significant privacy risks. Personal phone numbers could be erroneously or maliciously targeted, exposing individuals to potential harassment, doxxing, or stalking based on user-submitted comments. The platform's data is crowdsourced from website users and its ""Call Blocker"" mobile application. To protect their privacy, individuals should be cautious about the information they share online and can report abuse or request the removal of their information from the platform.",Phone Directory,Custom Removals,False
16842,Delaware Arrests,https://www.dewarrants.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21359,DelawareCourtRecords.us,https://delawarecourtrecords.us/,https://delawarecourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
20731,Deluxe,https://www.deluxe.com/,,,,privacy@deluxe.com,,Marketing,Core,True
20945,Demandbase,https://www.demandbase.com/,https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightsTab,,,privacy@demandbase.com,,B2B Lead Generation,Core,True
21419,DentistsCalifornia.org,http://www.dentistscalifornia.org/,http://www.dentistscalifornia.org/about#contact,,,contact@licensedata.org,,People Search Site,Core,False
21158,DexKnows.com,https://www.dexknows.com/,https://privacyportal-cdn.onetrust.com/dsarwebform/dd6500c7-03cb-45b0-8bed-97ece55a892d/cfcefb69-41db-4aee-bd00-c702df72ee0f.html,https://www.optery.com/dexknows-how-to-opt-out-of-dexknows-step-by-step-instructions/,,clientcareemail@thryv.com,"DexKnows is a data broker that connects consumers with local businesses, advertising, and services. It allows users to search for business listings by category, keyword, or location, and connect with businesses directly via email, phone, or social media. Businesses can create a free listing on the site, which includes the business name, address, phone number, and category. Listings can also include a brief description of the business, photos, and user-generated reviews. While Dexknows does have a lot of useful information, there are some disadvantages to having your personal information on their website. One disadvantage is that your personal information may be accessed by third-party companies that DexKnows has partnered with. These companies may use your personal information for their own marketing purposes. Additionally, if you ever need to contact Dexknows customer service, you will have to provide them with your personal information. This means that your information could be shared with DexKnows employees, which could lead to identity theft in the case of a breach, hack, or leak. Optery helps you scan and remove your exposed personal information from data broker sites. We cover more than 315 data broker sites, and we offer a free Exposure Scan that shows you where your information is exposed. You can remove your information yourself with the tools provided, or upgrade to our paid subscription and let our opt-out Agents do it for you.",People Search Site,Extended,False
20943,DiabloMedia,https://www.diablomedia.com,https://diablomedia.com/privacy-request/,,,privacy@diablomedia.com,,Marketing,Core,True
20730,Dice,https://www.dice.com/,https://www.dice.com/about/ccpa#ccpa-form-anchor,,,DPO@dice.com,,Marketing,Core,True
20558,Digdev,https://www.digdevdirect.com/,,,,info@Digdev.com,,Marketing,Core,True
20940,Digital Media Solutions,https://www.digitalmediasolutions.com/,https://dms-privacy.my.onetrust.com/webform/506f8b15-11ff-4f18-95fa-48ff903e623f/4268d0f0-bd98-4afb-b33a-a7a922ae182a,,,autodelete@dmsgroup.com,,Marketing,Core,True
20728,Disco Network,https://www.disconetwork.com/,,,,support@disconetwork.com,,Marketing,Core,True
20729,Distribution Processing Center,https://dpcoptout.com/,,,,customerservice@distpc.com,,Marketing,Core,True
27244,DocPlayer Inc.,https://docplayer.net,,,,,"DocPlayer.net is a large-scale, international document-sharing website that hosts millions of user-uploaded and scraped documents, making them publicly searchable. The platform appears to automatically scrape and rehost content from other websites, including PDFs and presentations, across numerous country-specific domains. While it presents as a document upload service, this functionality is reportedly non-functional, and user profiles often appear to be fake. The unauthorized publication of documents, which can range from academic papers to sensitive personal records like tax filings, creates significant privacy risks. This exposure of confidential information without consent can lead to identity theft, financial fraud, and doxxing. Individuals should exercise caution regarding the information they share online, periodically search for their own documents on such platforms, and pursue removal options if their information is discovered.",Profile Data Broker,Custom Removals,False
27246,DoctorsAtlas,https://doctorsatlas.com,,,,info@doctorsatlas.com,"DoctorsAtlas.com is a comprehensive B2B directory that provides detailed information on over 1.8 million healthcare professionals across the United States. The platform allows users to search for doctors, dentists, and other medical practitioners, offering access to their professional contact details, specialties, and practice information. Primarily serving businesses and marketers in the healthcare sector, DoctorsAtlas facilitates lead generation and outreach by providing downloadable, targeted lists of medical professionals. While the data focuses on business-related information, the public availability of provider details can still pose privacy risks, as it centralizes professional information that could be misused for spam, phishing attempts, or unwanted solicitations. To mitigate these risks, healthcare professionals should be cautious about the information they share publicly and can request to have their profiles removed from such databases to better control their digital footprint.",B2B Lead Generation,Custom Removals,False
26699,DomainTools LLC,https://www.domaintools.com/,https://www.domaintools.com/company/california-privacy-notice/do-not-sell/,,,privacy@domaintools.com,"DomainTools is a cybersecurity company that provides detailed information about internet domains and IP addresses. Its services are primarily used by cybersecurity professionals, government agencies, and corporations for threat intelligence, fraud prevention, and brand protection. The company aggregates vast amounts of data, including historical WHOIS records, passive DNS data, and website ownership details, to help users investigate cyber threats and map out malicious infrastructure. While essential for security research, the public availability of WHOIS data, which can include names, email addresses, and phone numbers of domain registrants, poses privacy risks. This information could potentially be misused by malicious actors for doxxing, targeted phishing attacks, or harassment. To mitigate these risks, individuals can utilize domain privacy services when registering a domain to redact personal information from public WHOIS records. It is also advisable to be cautious about the personal information shared online and to be aware of how it can be accessed through services like DomainTools.",Business Search,Custom Removals,False
26712,Downing &#038; Lahey Mortuaries &#038; Crematory,https://downingandlahey.com/,,,,,"Downing & Lahey Mortuaries & Crematory is a family-owned funeral home that has been serving the Wichita, Kansas area for over a century. It is not a data broker in the traditional sense, but rather provides funeral, cremation, and memorial services. The company's website features obituaries of deceased individuals, which are published with the consent of the family, and this is the extent of its ""people search"" functionality. While the primary business is funeral services, the online publication of obituaries does place personal information into the public domain. This information can include the deceased's name, age, date of death, and details about their life and family members. Although the risk is lower compared to typical data broker sites, this information could potentially be aggregated by malicious actors for purposes like genealogical identity theft or targeting grieving family members for scams. To protect one's privacy, it is wise to be mindful of the amount of personal information shared publicly online, even in contexts like obituaries, and to understand that this information can be requested to be removed.",People Search Site,Custom Removals,False
20724,DrivenIQ,https://www.driveniq.com/,,,,support@drivenIQ.com,,Marketing,Core,True
26704,Drunk Drivers,https://drunkdrivers.org/,https://drunkdrivers.org/remove-my-info/,,,drunkdrivers.org@aol.com,"Drunkdrivers.org is a website that publishes arrest and booking information related to drunk driving offenses. The site aggregates publicly available records from law enforcement agencies, making them searchable for the general public. While the stated purpose includes raising awareness about the dangers of drunk driving, the primary function is presenting mugshots and arrest details of individuals. This public exposure of arrest records, which may not reflect convictions, poses significant privacy risks. Individuals listed on the site can face harassment, reputational damage, and difficulties with employment or housing, as the information is easily accessible. The data could be misused by individuals for doxxing or personal attacks, regardless of the legal outcome of the charges. To protect their privacy, individuals should be cautious about the information they share online and can request to have their information removed from the site.",People Search Site,Custom Removals,False
20721,Dynata,https://www.dynata.com/,,,,privacy@dynata.com,,Marketing,Core,True
20723,EAB,https://eab.com/,,,,privacy@eab.com,,Marketing,Core,True
26659,ENP Network,https://www.enpnetwork.com/,,,,,"ENP Network is a large-scale professional networking platform specifically designed for nurse practitioners. The service aims to connect its members with professional associations, colleagues, and a wide range of career-related resources. Its primary customers are healthcare associations, employers seeking to hire nurse practitioners, and event promoters. With over 433,000 active members, the platform facilitates communication, collaboration, and career development within the nurse practitioner industry by offering features like job boards, event listings, and continuing education opportunities. While serving a professional purpose, the platform centralizes the professional information and contact details of a large number of healthcare providers, which could be exploited by bad actors for targeted phishing campaigns or professional identity fraud. Individuals in this profession should be mindful of the information they share publicly and can manage their profiles within the network to control their data.",B2B Lead Generation,Custom Removals,False
20720,EXLService.com,https://www.exlservice.com/,,,,Privacy@exlservice.com,,Marketing,Core,True
26692,"EZlocal.com, Inc.",https://ezlocal.com/,https://contact.ezlocal.com/form/remove-listing/,,,privacy@ezlocal.com,"EZlocal.com operates as an online business directory and local search marketing company designed to help small businesses connect with customers. The platform allows companies to create free listings to enhance their online visibility and claims to feature over 15 million businesses across the United States. In addition to its directory, EZlocal offers a suite of paid digital marketing services, including local SEO, reputation management, and social media management, to help businesses attract local clientele. While the site focuses on business data, it can expose the personal information of small business owners, particularly those who operate from a home address. This public listing of names, phone numbers, and physical addresses could lead to unwanted solicitation and potential safety risks if a home location is identified. To protect their privacy, business owners should be mindful of the information they share publicly and utilize options to hide residential addresses when available on such platforms. Individuals can manage their presence by reviewing their listings and contacting the service for updates or removal.",Business Search,Custom Removals,False
21227,EasyBackgroundChecks,https://easybackgroundchecks.com/,https://www.intelius.com/suppression-center/,,,priorityoptout@intelius.com,,People Search Site,Ultimate,False
27247,EdgeIn,https://edgein.io,,,,ashley@edgein.io,"EdgeIn operates as a business intelligence and data platform focusing on the Web3, AI, and cryptocurrency industries. It provides subscribers with real-time data on companies, projects, investments, and the people involved in these sectors, positioning itself as an accessible alternative to services like Crunchbase for the Web3 space. The platform's database, which reportedly covers over 90% of the Web3 market, is utilized by investors, developers, and analysts for market analysis and lead generation. For a monthly fee, users can gain access to detailed datasets, including the email addresses of builders and investors on the platform. The exposure of professional contact information and profiles creates a risk of targeted phishing campaigns, sophisticated business email compromise scams, and other online fraud directed at individuals within this niche but high-value industry. To mitigate such risks, professionals in this space should be cautious about the information they share publicly and can request to have their data removed from such databases.",B2B Lead Generation,Custom Removals,False
20683,Email Industries,https://www.emailindustries.com/,,,,privacy@emailindustries.com,,Marketing,Core,True
20934,Emailmovers,https://emailmovers.com/,,,,compliance@emailmovers.com,,Marketing,Core,True
20931,Enigma,https://www.enigma.com/,,,,privacy@enigma.com,,Marketing,Core,True
26324,Eniro AB,https://www.eniro.se/,,,,info@eniro.com,"Eniro.se is a prominent Swedish search portal that provides comprehensive directory services for both private individuals and businesses across the Nordic region. The platform combines a telephone directory, business listings (similar to the Yellow Pages), and detailed maps, allowing users to easily find contact information, addresses, and locations. While its primary customers are small and medium-sized companies using the service for digital marketing and lead generation, the public availability of personal data raises significant privacy concerns. The exposure of names, phone numbers, and home addresses of individuals creates risks of stalking, harassment, fraud, and doxxing by making this sensitive information readily accessible to anyone. To mitigate these risks, individuals should be mindful of the information they share online and can request to have their data removed from the platform's public search results.",People Search Site,Custom Removals,False
26675,Epieos,https://epieos.com/,,,,contact@epieos.com,"Epieos is an Open Source Intelligence (OSINT) tool that specializes in reverse email and phone number lookups to uncover an individual's digital footprint across numerous online platforms. Primarily serving professionals in cybersecurity, law enforcement, and investigative journalism, the service scans over 140 websites and social networks to link a piece of contact information to associated profiles. This allows users to aggregate publicly available data, including usernames, social media accounts, and online activities, creating a detailed personal profile from a single starting point. The exposure of this consolidated information presents significant privacy risks, as it simplifies the process for malicious actors to conduct doxxing, stalking, harassment, or identity theft by easily mapping out a person's online presence. Although Epieos states it does not log its users' searches, the data it reveals is sourced from what individuals have shared publicly. To mitigate such risks, it is crucial for individuals to minimize the personal information they share on public profiles and to actively seek removal from data broker databases.",Profile Data Broker,Custom Removals,False
18630,Epsilon,https://www.epsilon.com/us,https://legal.epsilon.com/dsr/,https://www.optery.com/epsilon-how-to-opt-out-of-epsilon-step-by-step-instructions/,,privacy@epsilon.com,"Epsilon is a data broker, which means that it collects and sells information about consumers. Epsilon’s website states that it has information on more than 200 million consumers in the United States and Canada. This information includes ”identifiable information” (i. e., name, address, phone number, email address, etc.) as well as ”identified information” (i. e., web page visits, purchase history, etc.). Epsilon also has a database of security questions that are often used to verify a person’s identity when resetting passwords or accessing account information. Read on for our step-by-step instructions on How to Opt Out of Epsilon.",Marketing,Core,False
26580,"Equilar, Inc.",https://www.equilar.com,https://www.equilar.com/ccpa,,,dataprotectionofficer@equilar.com,"Equilar is a data solutions provider that specializes in corporate leadership and executive compensation data. Their primary customers are corporations, institutional investors, and advisory firms who use the data for executive compensation benchmarking, recruiting, and business development. The company maintains a database of nearly one million profiles of executives and board members, which includes their work history, compensation, and professional connections. This detailed information on corporate leaders, including compensation and affiliations, could be exploited by malicious actors for sophisticated phishing schemes, social engineering attacks, or to exert pressure on individuals. The exposure of such detailed professional and financial data increases the risk of targeted fraud and identity theft for high-level executives. To mitigate these risks, individuals should be cautious about the professional information they share publicly and can request to opt out of Equilar's data collection.",B2B Lead Generation,Custom Removals,False
26290,"Everyday Health, Inc.",https://www.everydayhealth.care/,,,,Privacy@everydayhealth.com,"Everyday Health, Inc. operates a network of digital media properties focused on health and wellness, including a doctor-finder directory at everydayhealth.care. This service allows consumers to search for doctors and other healthcare professionals by specialty and location across the United States. While the directory provides valuable information, the parent company, Everyday Health, Inc., collects a wide range of user data, including information from third parties, to build detailed user profiles for marketing purposes. This collection of health-related search data and interests poses privacy risks, as it can be used for highly targeted advertising that may exploit individuals' health concerns. The company's privacy policy states that user information may be processed to contact individuals with marketing information regarding services that may be of interest to them. To protect their privacy, individuals should be mindful of the information they share while using the service and can exercise their rights to control their data by contacting the company.",Marketing,Custom Removals,False
20929,Evorra,https://evorra.com/,https://evorra.com/opt-out/,,,privacy@evorra.com,,Marketing,Core,True
20722,Exact Customer,http://exactcustomer.com/,,,,privacy@exactcustomer.com,,Marketing,Core,True
20968,Exact Data,https://www.exactdata.com/,,,,privacyteam@data-axle.com,,B2B Lead Generation,Core,True
26345,Explorium Inc.,https://www.explorium.ai/,https://www.explorium.ai/platform-privacy-policy/,,,privacy@explorium.ai,"Explorium provides an external data platform designed to help businesses enhance their analytics and machine learning models by connecting them with extensive external datasets. Their services are utilized by data scientists, marketing teams, and sales professionals to improve predictive prospecting, lead scoring, and strategic analysis. The platform boasts a vast repository of data, including information on over 150 million companies and 800 million professionals, covering firmographics, technology usage, and contact details. By aggregating and providing access to this business and professional information, Explorium's services could increase the risk of individuals receiving unsolicited marketing and sales communications. The collection and distribution of professional contact details may also be used to target individuals for business-related fraud or phishing attempts. To mitigate these risks, individuals should be cautious about the professional information they share publicly and can request to opt out of Explorium's database.",B2B Lead Generation,Custom Removals,False
20799,FHA Mortgage Finder,https://www.fhamortgagefinder.com,,,,unusubscribcfmf@seememail.net,,Marketing,Core,True
26738,FINDGLOCAL LIMITED,https://www.findglocal.com/,,,,info@findglocal.com,"FINDGLOCAL LIMITED operates an international online business directory where businesses can list themselves for free, often by linking their existing Facebook business page. The platform serves as a global directory of local businesses, allowing users to find various services and companies in their area. The information provided for each business typically includes their name, address, phone number, and a description of their services. While the site is focused on business information, the public availability of contact details and addresses for small or home-based businesses could potentially expose personal information. This might lead to unwanted marketing, spam, or in some cases, could be misused by individuals for harassment. To protect their information, business owners should be mindful of the details they make public on linked social media profiles and can request the removal of their listing through the website's contact form.",Business Search,Custom Removals,False
21373,FMAData,https://www.fmadata.com/,,https://www.optery.com/fmadata-how-to-opt-out-of-fmadata-step-by-step-instructions/,,privacy@fmadata.com,"FMAdata is a data broker that stores real estate information such as property listings, pre-mover lead lists, and seller data. It is used by businesses to find leads and boost sales.",Marketing,Core,False
